,antecedents,consequents,support,confidence,lift
396,grade_A,"term_ 36 months, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.085,0.443,5.215
1138,"term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE","last_fico_range_low_bin_High, grade_A",0.051,0.442,3.695
906,"grade_C, dti_bin_Low (10-20)","fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.05,0.441,3.2
946,"fico_range_low_bin_Low, grade_C","last_fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.061,0.441,3.627
947,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)","last_fico_range_low_bin_Low, grade_C",0.061,0.441,3.697
939,"int_rate_bin_Medium (12-16%), home_ownership_RENT","grade_C, fico_range_low_bin_Low",0.054,0.44,3.19
980,"last_fico_range_low_bin_High, fico_range_low_bin_High","term_ 36 months, int_rate_bin_Very Low (<8%)",0.081,0.437,2.72
1121,"last_fico_range_low_bin_High, fico_range_low_bin_High","term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)",0.081,0.437,2.722
120,"fico_range_low_bin_High, home_ownership_MORTGAGE",grade_A,0.076,0.435,2.273
1160,"fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.435,2.433
999,"fico_range_low_bin_High, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.435,2.432
1174,"fico_range_low_bin_High, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.051,0.434,6.314
912,"loan_status_Fully Paid, grade_C","home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)",0.057,0.434,3.133
1203,"term_ 36 months, loan_status_Fully Paid, int_rate_bin_Low (8-12%)","grade_B, home_ownership_MORTGAGE",0.056,0.434,2.969
381,int_rate_bin_Very Low (<8%),"term_ 36 months, dti_bin_Low (10-20), grade_A",0.073,0.434,5.26
385,"term_ 36 months, int_rate_bin_Very Low (<8%)","loan_status_Current, grade_A",0.07,0.433,5.012
1168,"last_fico_range_low_bin_High, grade_A","fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.43,6.241
469,"fico_range_low_bin_High, dti_bin_Low (10-20)","term_ 36 months, grade_A",0.055,0.43,2.377
492,"fico_range_low_bin_High, loan_status_Fully Paid","term_ 36 months, grade_A",0.064,0.429,2.371
1141,"last_fico_range_low_bin_High, grade_A","term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.428,3.695
625,"fico_range_low_bin_High, grade_A","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.056,0.428,2.395
907,"int_rate_bin_Medium (12-16%), dti_bin_Low (10-20)","grade_C, fico_range_low_bin_Low",0.05,0.427,3.099
110,"fico_range_low_bin_High, loan_status_Current",grade_A,0.061,0.426,2.222
1124,grade_A,"last_fico_range_low_bin_High, term_ 36 months, fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.081,0.425,5.22
1202,"term_ 36 months, loan_status_Fully Paid, grade_B","home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.056,0.423,2.876
922,"grade_C, fico_range_low_bin_Low","loan_status_Fully Paid, int_rate_bin_Medium (12-16%)",0.058,0.422,2.899
923,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)","grade_C, loan_status_Fully Paid",0.058,0.422,3.224
535,"last_fico_range_low_bin_High, grade_A","loan_status_Current, int_rate_bin_Very Low (<8%)",0.05,0.422,5.556
1137,"last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE","fico_range_low_bin_High, grade_A",0.051,0.421,3.204
328,"last_fico_range_low_bin_High, term_ 36 months",int_rate_bin_Very Low (<8%),0.101,0.42,2.486
416,"last_fico_range_low_bin_High, term_ 36 months","grade_A, int_rate_bin_Very Low (<8%)",0.101,0.42,2.489
338,"fico_range_low_bin_High, dti_bin_Low (10-20)",int_rate_bin_Very Low (<8%),0.053,0.419,2.48
913,"grade_C, home_ownership_MORTGAGE","loan_status_Fully Paid, int_rate_bin_Medium (12-16%)",0.057,0.419,2.878
526,"fico_range_low_bin_High, dti_bin_Low (10-20)","grade_A, int_rate_bin_Very Low (<8%)",0.053,0.419,2.483
1135,"term_ 36 months, fico_range_low_bin_High, grade_A","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.417,2.336
546,"fico_range_low_bin_High, grade_A","loan_status_Current, int_rate_bin_Very Low (<8%)",0.055,0.417,5.491
664,"term_ 36 months, grade_B","home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.098,0.415,2.816
290,grade_C,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.119,0.413,2.999
2,fico_range_low_bin_High,grade_A,0.131,0.413,2.157
389,int_rate_bin_Very Low (<8%),"term_ 36 months, loan_status_Current, grade_A",0.07,0.412,5.226
665,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, home_ownership_MORTGAGE",0.098,0.411,2.814
915,"home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)","loan_status_Fully Paid, grade_C",0.057,0.41,3.133
484,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid",grade_A,0.061,0.409,2.137
856,"term_ 36 months, grade_C","int_rate_bin_Medium (12-16%), home_ownership_RENT",0.076,0.409,3.347
600,"grade_A, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, home_ownership_MORTGAGE",0.069,0.408,2.34
323,grade_D,"last_fico_range_low_bin_Low, int_rate_bin_High (16-20%)",0.059,0.408,4.898
357,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, home_ownership_MORTGAGE",0.069,0.408,2.337
270,grade_C,"home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)",0.117,0.408,2.944
603,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.069,0.408,5.366
291,int_rate_bin_Medium (12-16%),"grade_C, fico_range_low_bin_Low",0.119,0.406,2.945
266,grade_C,"loan_status_Fully Paid, int_rate_bin_Medium (12-16%)",0.117,0.406,2.787
523,"fico_range_low_bin_High, grade_A","dti_bin_Low (10-20), int_rate_bin_Very Low (<8%)",0.053,0.406,5.233
376,"term_ 36 months, grade_A","dti_bin_Low (10-20), int_rate_bin_Very Low (<8%)",0.073,0.405,5.226
62,grade_A,"dti_bin_Low (10-20), int_rate_bin_Very Low (<8%)",0.077,0.404,5.213
348,"fico_range_low_bin_High, loan_status_Fully Paid",int_rate_bin_Very Low (<8%),0.06,0.402,2.38
1190,"grade_B, dti_bin_Low (10-20)","term_ 36 months, loan_status_Fully Paid, int_rate_bin_Low (8-12%)",0.051,0.402,3.097
573,"fico_range_low_bin_High, loan_status_Fully Paid","grade_A, int_rate_bin_Very Low (<8%)",0.06,0.402,2.383
1191,"dti_bin_Low (10-20), int_rate_bin_Low (8-12%)","term_ 36 months, loan_status_Fully Paid, grade_B",0.051,0.402,3.019
864,"term_ 36 months, grade_C","last_fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.074,0.401,3.3
271,int_rate_bin_Medium (12-16%),"grade_C, home_ownership_MORTGAGE",0.117,0.4,2.953
504,"fico_range_low_bin_High, home_ownership_MORTGAGE","term_ 36 months, grade_A",0.07,0.4,2.21
921,"loan_status_Fully Paid, int_rate_bin_Medium (12-16%)","grade_C, fico_range_low_bin_Low",0.058,0.4,2.899
267,int_rate_bin_Medium (12-16%),"loan_status_Fully Paid, grade_C",0.117,0.399,3.045
1082,"term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, home_ownership_MORTGAGE",0.064,0.399,2.283
971,"term_ 36 months, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, home_ownership_MORTGAGE",0.064,0.398,2.281
1095,"term_ 36 months, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.064,0.398,5.24
752,"loan_status_Fully Paid, int_rate_bin_Low (8-12%)","grade_B, dti_bin_Low (10-20)",0.058,0.397,3.131
123,grade_A,"fico_range_low_bin_High, home_ownership_MORTGAGE",0.076,0.397,2.273
514,"term_ 36 months, fico_range_low_bin_High","last_fico_range_low_bin_High, grade_A",0.089,0.396,3.31
66,grade_A,"loan_status_Current, int_rate_bin_Very Low (<8%)",0.076,0.396,5.213
108,"last_fico_range_low_bin_High, loan_status_Current",grade_A,0.056,0.395,2.065
354,"fico_range_low_bin_High, home_ownership_MORTGAGE",int_rate_bin_Very Low (<8%),0.069,0.395,2.337
595,"fico_range_low_bin_High, home_ownership_MORTGAGE","grade_A, int_rate_bin_Very Low (<8%)",0.069,0.395,2.34
314,int_rate_bin_High (16-20%),"term_ 36 months, grade_D",0.065,0.395,4.846
661,grade_B,"term_ 36 months, loan_status_Fully Paid, int_rate_bin_Low (8-12%)",0.115,0.393,3.026
1185,"term_ 36 months, loan_status_Fully Paid, int_rate_bin_Low (8-12%)","grade_B, dti_bin_Low (10-20)",0.051,0.393,3.097
660,int_rate_bin_Low (8-12%),"term_ 36 months, loan_status_Fully Paid, grade_B",0.115,0.393,2.948
1169,"fico_range_low_bin_High, grade_A","last_fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.392,6.287
857,"term_ 36 months, int_rate_bin_Medium (12-16%)","grade_C, home_ownership_RENT",0.076,0.392,3.265
958,"fico_range_low_bin_High, loan_status_Fully Paid","term_ 36 months, int_rate_bin_Very Low (<8%)",0.058,0.392,2.438
1049,"fico_range_low_bin_High, loan_status_Fully Paid","term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)",0.058,0.391,2.439
914,"loan_status_Fully Paid, int_rate_bin_Medium (12-16%)","grade_C, home_ownership_MORTGAGE",0.057,0.39,2.878
1142,"fico_range_low_bin_High, grade_A","last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE",0.051,0.39,3.204
936,"grade_C, fico_range_low_bin_Low","int_rate_bin_Medium (12-16%), home_ownership_RENT",0.054,0.39,3.19
937,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)","grade_C, home_ownership_RENT",0.054,0.39,3.25
760,"grade_B, home_ownership_MORTGAGE","dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.057,0.39,3.068
326,int_rate_bin_High (16-20%),"fico_range_low_bin_Low, grade_D",0.064,0.39,4.79
102,"last_fico_range_low_bin_High, dti_bin_Low (10-20)",grade_A,0.055,0.388,2.023
164,grade_B,"dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.114,0.387,3.049
754,"loan_status_Fully Paid, grade_B","dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.058,0.387,3.046
762,"home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)","grade_B, dti_bin_Low (10-20)",0.057,0.387,3.048
165,int_rate_bin_Low (8-12%),"grade_B, dti_bin_Low (10-20)",0.114,0.387,3.047
58,fico_range_low_bin_High,"term_ 36 months, grade_A",0.123,0.386,2.134
503,"term_ 36 months, grade_A","fico_range_low_bin_High, home_ownership_MORTGAGE",0.07,0.386,2.21
1204,"grade_B, home_ownership_MORTGAGE","term_ 36 months, loan_status_Fully Paid, int_rate_bin_Low (8-12%)",0.056,0.386,2.969
118,"last_fico_range_low_bin_High, home_ownership_MORTGAGE",grade_A,0.069,0.385,2.011
929,"grade_C, home_ownership_MORTGAGE","fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.052,0.385,2.79
384,"term_ 36 months, grade_A","loan_status_Current, int_rate_bin_Very Low (<8%)",0.07,0.385,5.067
1207,"loan_status_Fully Paid, int_rate_bin_Low (8-12%)","term_ 36 months, grade_B, home_ownership_MORTGAGE",0.056,0.385,3.522
632,"term_ 36 months, grade_B","dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.091,0.385,3.026
865,"term_ 36 months, int_rate_bin_Medium (12-16%)","last_fico_range_low_bin_Low, grade_C",0.074,0.384,3.22
1184,"term_ 36 months, loan_status_Fully Paid, grade_B","dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.051,0.384,3.019
480,"fico_range_low_bin_High, loan_status_Current","term_ 36 months, grade_A",0.055,0.383,2.117
344,"fico_range_low_bin_High, loan_status_Current",int_rate_bin_Very Low (<8%),0.055,0.383,2.265
1205,"home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)","term_ 36 months, loan_status_Fully Paid, grade_B",0.056,0.383,2.876
380,grade_A,"term_ 36 months, dti_bin_Low (10-20), int_rate_bin_Very Low (<8%)",0.073,0.383,5.216
545,"fico_range_low_bin_High, loan_status_Current","grade_A, int_rate_bin_Very Low (<8%)",0.055,0.383,2.267
633,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, dti_bin_Low (10-20)",0.091,0.381,3.005
1139,"last_fico_range_low_bin_High, term_ 36 months, fico_range_low_bin_High","home_ownership_MORTGAGE, grade_A",0.051,0.38,3.542
897,"grade_C, home_ownership_MORTGAGE","term_ 60 months, int_rate_bin_Medium (12-16%)",0.052,0.38,3.849
1089,"grade_A, int_rate_bin_Very Low (<8%)","term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE",0.064,0.379,3.268
975,int_rate_bin_Very Low (<8%),"term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE",0.064,0.378,3.263
928,"fico_range_low_bin_Low, grade_C","home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)",0.052,0.378,2.731
930,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)","grade_C, home_ownership_MORTGAGE",0.052,0.378,2.79
1098,int_rate_bin_Very Low (<8%),"term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.064,0.378,5.417
672,"term_ 36 months, grade_B","home_ownership_RENT, int_rate_bin_Low (8-12%)",0.089,0.378,3.325
888,"term_ 36 months, grade_C","int_rate_bin_Medium (12-16%), installment_bin_Low",0.07,0.377,3.646
931,"home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)","fico_range_low_bin_Low, grade_C",0.052,0.377,2.731
673,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, home_ownership_RENT",0.089,0.375,3.272
786,"loan_status_Fully Paid, int_rate_bin_Low (8-12%)","last_fico_range_low_bin_High, grade_B",0.055,0.375,3.451
728,"term_ 36 months, grade_B","int_rate_bin_Low (8-12%), installment_bin_Low",0.089,0.375,3.42
1206,"loan_status_Fully Paid, grade_B","term_ 36 months, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.056,0.375,3.371
46,fico_range_low_bin_High,int_rate_bin_Very Low (<8%),0.118,0.373,2.205
87,fico_range_low_bin_High,"grade_A, int_rate_bin_Very Low (<8%)",0.118,0.373,2.207
950,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid",int_rate_bin_Very Low (<8%),0.055,0.372,2.202
1019,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid","grade_A, int_rate_bin_Very Low (<8%)",0.055,0.372,2.205
899,"home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)","grade_C, term_ 60 months",0.052,0.372,3.655
729,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, installment_bin_Low",0.089,0.372,3.419
176,grade_B,"loan_status_Current, int_rate_bin_Low (8-12%)",0.109,0.371,3.061
770,"grade_B, home_ownership_MORTGAGE","loan_status_Current, int_rate_bin_Low (8-12%)",0.054,0.371,3.057
177,int_rate_bin_Low (8-12%),"grade_B, loan_status_Current",0.109,0.371,3.187
1009,"fico_range_low_bin_High, loan_status_Fully Paid","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.055,0.369,2.068
589,"grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.062,0.369,2.067
353,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.062,0.369,2.064
591,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.062,0.369,5.357
768,"home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)","grade_B, loan_status_Current",0.054,0.368,3.165
511,"last_fico_range_low_bin_High, term_ 36 months","fico_range_low_bin_High, grade_A",0.089,0.367,2.795
972,"fico_range_low_bin_High, home_ownership_MORTGAGE","term_ 36 months, int_rate_bin_Very Low (<8%)",0.064,0.366,2.281
1093,"fico_range_low_bin_High, home_ownership_MORTGAGE","term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)",0.064,0.366,2.283
787,"loan_status_Fully Paid, grade_B","last_fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.055,0.365,3.244
904,"grade_C, fico_range_low_bin_Low","int_rate_bin_Medium (12-16%), dti_bin_Low (10-20)",0.05,0.365,3.099
905,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)","grade_C, dti_bin_Low (10-20)",0.05,0.365,3.2
507,grade_A,"term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE",0.07,0.365,3.145
982,"term_ 36 months, fico_range_low_bin_High","last_fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.081,0.364,3.378
1123,"term_ 36 months, fico_range_low_bin_High","last_fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.081,0.364,3.38
388,grade_A,"term_ 36 months, loan_status_Current, int_rate_bin_Very Low (<8%)",0.07,0.364,5.217
1034,"term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, loan_status_Fully Paid",0.058,0.363,2.439
957,"term_ 36 months, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, loan_status_Fully Paid",0.058,0.363,2.438
1048,"term_ 36 months, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, loan_status_Fully Paid, grade_A",0.058,0.363,5.491
705,"term_ 36 months, grade_B","fico_range_low_bin_Low, int_rate_bin_Low (8-12%)",0.086,0.362,3.682
889,"term_ 36 months, int_rate_bin_Medium (12-16%)","grade_C, installment_bin_Low",0.07,0.361,3.571
1059,"term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.058,0.36,2.018
965,"term_ 36 months, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.058,0.36,2.016
1072,"term_ 36 months, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.058,0.36,5.233
602,grade_A,"fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.069,0.36,5.218
278,grade_C,"last_fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.103,0.36,2.96
704,"term_ 36 months, int_rate_bin_Low (8-12%)","fico_range_low_bin_Low, grade_B",0.086,0.36,3.539
119,grade_A,"last_fico_range_low_bin_High, home_ownership_MORTGAGE",0.069,0.359,2.011
274,grade_C,"int_rate_bin_Medium (12-16%), home_ownership_RENT",0.103,0.359,2.935
1005,"last_fico_range_low_bin_High, loan_status_Current","fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.357,2.048
319,grade_D,"home_ownership_MORTGAGE, int_rate_bin_High (16-20%)",0.051,0.357,4.735
802,"grade_B, home_ownership_MORTGAGE","last_fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.052,0.356,3.159
578,"grade_A, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, loan_status_Fully Paid",0.06,0.355,2.383
351,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, loan_status_Fully Paid",0.06,0.354,2.38
342,"last_fico_range_low_bin_High, loan_status_Current",int_rate_bin_Very Low (<8%),0.05,0.354,2.096
581,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, loan_status_Fully Paid, grade_A",0.06,0.354,5.361
534,"last_fico_range_low_bin_High, loan_status_Current","grade_A, int_rate_bin_Very Low (<8%)",0.05,0.354,2.098
322,int_rate_bin_High (16-20%),"last_fico_range_low_bin_Low, grade_D",0.059,0.354,4.814
848,"term_ 36 months, grade_C","home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)",0.066,0.354,2.554
279,int_rate_bin_Medium (12-16%),"last_fico_range_low_bin_Low, grade_C",0.103,0.353,2.963
1091,"term_ 36 months, grade_A","fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.064,0.353,5.123
491,"term_ 36 months, grade_A","fico_range_low_bin_High, loan_status_Fully Paid",0.064,0.353,2.371
803,"home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)","last_fico_range_low_bin_High, grade_B",0.052,0.353,3.249
275,int_rate_bin_Medium (12-16%),"grade_C, home_ownership_RENT",0.103,0.353,2.938
332,fico_range_low_bin_High,"term_ 36 months, int_rate_bin_Very Low (<8%)",0.111,0.351,2.184
433,fico_range_low_bin_High,"term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)",0.111,0.351,2.185
792,"loan_status_Fully Paid, int_rate_bin_Low (8-12%)","grade_B, installment_bin_Low",0.051,0.35,3.217
352,"last_fico_range_low_bin_High, home_ownership_MORTGAGE",int_rate_bin_Very Low (<8%),0.062,0.349,2.064
584,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","grade_A, int_rate_bin_Very Low (<8%)",0.062,0.349,2.067
1189,"loan_status_Fully Paid, int_rate_bin_Low (8-12%)","term_ 36 months, grade_B, dti_bin_Low (10-20)",0.051,0.348,3.423
439,"term_ 36 months, int_rate_bin_Very Low (<8%)","grade_A, installment_bin_Low",0.056,0.348,5.301
188,grade_B,"home_ownership_RENT, int_rate_bin_Low (8-12%)",0.102,0.348,3.058
189,int_rate_bin_Low (8-12%),"grade_B, home_ownership_RENT",0.102,0.347,3.028
1042,"grade_A, int_rate_bin_Very Low (<8%)","term_ 36 months, fico_range_low_bin_High, loan_status_Fully Paid",0.058,0.345,2.944
117,grade_A,"fico_range_low_bin_High, loan_status_Fully Paid",0.066,0.345,2.317
961,int_rate_bin_Very Low (<8%),"loan_status_Fully Paid, term_ 36 months, fico_range_low_bin_High",0.058,0.345,2.939
1052,int_rate_bin_Very Low (<8%),"term_ 36 months, fico_range_low_bin_High, loan_status_Fully Paid, grade_A",0.058,0.345,5.394
97,int_rate_bin_Very Low (<8%),"installment_bin_Medium, grade_A",0.058,0.344,5.205
1026,"term_ 36 months, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, loan_status_Fully Paid, grade_A",0.055,0.344,5.487
254,grade_C,"int_rate_bin_Medium (12-16%), dti_bin_Low (10-20)",0.099,0.344,2.925
1066,"grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE",0.058,0.343,2.815
92,int_rate_bin_Very Low (<8%),"grade_A, installment_bin_Low",0.058,0.342,5.212
967,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE",0.058,0.342,2.811
810,"grade_B, home_ownership_MORTGAGE","fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.05,0.342,3.214
1075,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE, grade_A",0.058,0.342,5.413
793,"loan_status_Fully Paid, grade_B","int_rate_bin_Low (8-12%), installment_bin_Low",0.051,0.341,3.11
364,"last_fico_range_low_bin_Low, home_ownership_RENT",loan_status_Charged Off,0.053,0.341,2.867
811,"home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)","fico_range_low_bin_High, grade_B",0.05,0.34,3.4
1188,"loan_status_Fully Paid, grade_B","term_ 36 months, dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.051,0.339,3.313
449,"term_ 36 months, int_rate_bin_Very Low (<8%)","installment_bin_Medium, grade_A",0.055,0.339,5.128
849,"term_ 36 months, int_rate_bin_Medium (12-16%)","grade_C, home_ownership_MORTGAGE",0.066,0.339,2.497
255,int_rate_bin_Medium (12-16%),"grade_C, dti_bin_Low (10-20)",0.099,0.338,2.966
979,"last_fico_range_low_bin_High, term_ 36 months","fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.081,0.337,2.847
1122,"last_fico_range_low_bin_High, term_ 36 months","fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.081,0.337,2.848
216,grade_B,"int_rate_bin_Low (8-12%), installment_bin_Low",0.099,0.337,3.073
824,"term_ 36 months, grade_C","int_rate_bin_Medium (12-16%), dti_bin_Low (10-20)",0.062,0.337,2.858
217,int_rate_bin_Low (8-12%),"grade_B, installment_bin_Low",0.099,0.336,3.092
200,grade_B,"last_fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.099,0.336,2.984
569,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, loan_status_Fully Paid, grade_A",0.057,0.336,5.349
201,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_High, grade_B",0.099,0.335,3.087
668,grade_B,"term_ 36 months, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.098,0.334,3.007
1097,grade_A,"term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.064,0.334,5.22
495,grade_A,"loan_status_Fully Paid, term_ 36 months, fico_range_low_bin_High",0.064,0.334,2.844
669,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, home_ownership_MORTGAGE",0.098,0.334,3.054
443,int_rate_bin_Very Low (<8%),"term_ 36 months, grade_A, installment_bin_Low",0.056,0.331,5.231
499,grade_A,"last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE",0.063,0.33,2.71
1020,"grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid",0.055,0.328,2.205
953,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid",0.055,0.327,2.202
1029,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid, grade_A",0.055,0.327,5.377
409,"term_ 36 months, int_rate_bin_Very Low (<8%)","home_ownership_RENT, grade_A",0.052,0.326,5.236
648,"term_ 36 months, grade_B","loan_status_Current, int_rate_bin_Low (8-12%)",0.077,0.325,2.683
590,grade_A,"last_fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.062,0.325,5.218
48,last_fico_range_low_bin_Low,loan_status_Charged Off,0.115,0.325,2.739
550,"grade_A, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, loan_status_Current",0.055,0.324,2.267
347,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, loan_status_Current",0.055,0.324,2.265
964,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","term_ 36 months, int_rate_bin_Very Low (<8%)",0.058,0.324,2.016
553,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, loan_status_Current, grade_A",0.055,0.324,5.317
1070,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)",0.058,0.324,2.018
262,grade_C,"int_rate_bin_Medium (12-16%), loan_status_Current",0.093,0.323,3.175
649,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, loan_status_Current",0.077,0.323,2.776
451,int_rate_bin_Very Low (<8%),"installment_bin_Medium, term_ 36 months, grade_A",0.055,0.322,5.248
825,"term_ 36 months, int_rate_bin_Medium (12-16%)","grade_C, dti_bin_Low (10-20)",0.062,0.322,2.826
